curve,tag,updates_million,value
PIRL lineage to mixedHJB 15M,Loss/RL,7.5900000,0.00560104069
PIRL lineage to mixedHJB 15M,Loss/RL,7.6100000,0.00583707029
PIRL lineage to mixedHJB 15M,Loss/RL,7.6300000,0.00610566279
PIRL lineage to mixedHJB 15M,Loss/RL,7.6500000,0.00566502903
PIRL lineage to mixedHJB 15M,Loss/RL,7.6700000,0.00451256009
PIRL lineage to mixedHJB 15M,Loss/RL,7.6900000,0.00520108193
PIRL lineage to mixedHJB 15M,Loss/RL,7.7100000,0.0055867278
PIRL lineage to mixedHJB 15M,Loss/RL,7.7300000,0.00646798648
PIRL lineage to mixedHJB 15M,Loss/RL,7.7500000,0.0060504674
PIRL lineage to mixedHJB 15M,Loss/RL,7.7700000,0.00591720776
PIRL lineage to mixedHJB 15M,Loss/RL,7.7900000,0.00516956584
PIRL lineage to mixedHJB 15M,Loss/RL,7.8100000,0.00513863214
PIRL lineage to mixedHJB 15M,Loss/RL,7.8300000,0.00405814718
PIRL lineage to mixedHJB 15M,Loss/RL,7.8500000,0.00426955693
PIRL lineage to mixedHJB 15M,Loss/RL,7.8700000,0.0050376026
PIRL lineage to mixedHJB 15M,Loss/RL,7.8900000,0.00538590737
PIRL lineage to mixedHJB 15M,Loss/RL,7.9100000,0.00508961519
PIRL lineage to mixedHJB 15M,Loss/RL,7.9300000,0.00596648045
PIRL lineage to mixedHJB 15M,Loss/RL,7.9500000,0.00557831032
PIRL lineage to mixedHJB 15M,Loss/RL,7.9700000,0.004971362
PIRL lineage to mixedHJB 15M,Loss/RL,7.9900000,0.00494134203
PIRL lineage to mixedHJB 15M,Loss/RL,8.0100000,0.00457540909
PIRL lineage to mixedHJB 15M,Loss/RL,8.0300000,0.00368815665
PIRL lineage to mixedHJB 15M,Loss/RL,8.0500000,0.00388313155
PIRL lineage to mixedHJB 15M,Loss/RL,8.0700000,0.00403775913
PIRL lineage to mixedHJB 15M,Loss/RL,8.0900000,0.00425620764
PIRL lineage to mixedHJB 15M,Loss/RL,8.1100000,0.00467878054
PIRL lineage to mixedHJB 15M,Loss/RL,8.1300000,0.00469441339
PIRL lineage to mixedHJB 15M,Loss/RL,8.1500000,0.00410877578
PIRL lineage to mixedHJB 15M,Loss/RL,8.1700000,0.0042366582
PIRL lineage to mixedHJB 15M,Loss/RL,8.1900000,0.00380920232
PIRL lineage to mixedHJB 15M,Loss/RL,8.2100000,0.00360809457
PIRL lineage to mixedHJB 15M,Loss/RL,8.2300000,0.00379041615
PIRL lineage to mixedHJB 15M,Loss/RL,8.2500000,0.00526512028
PIRL lineage to mixedHJB 15M,Loss/RL,8.2700000,0.00470108516
PIRL lineage to mixedHJB 15M,Loss/RL,8.2900000,0.00476108501
PIRL lineage to mixedHJB 15M,Loss/RL,8.3100000,0.00504150195
PIRL lineage to mixedHJB 15M,Loss/RL,8.3300000,0.00481401556
PIRL lineage to mixedHJB 15M,Loss/RL,8.3500000,0.00401909114
PIRL lineage to mixedHJB 15M,Loss/RL,8.3700000,0.00434408258
PIRL lineage to mixedHJB 15M,Loss/RL,8.3900000,0.00429031695
PIRL lineage to mixedHJB 15M,Loss/RL,8.4100000,0.00400591786
PIRL lineage to mixedHJB 15M,Loss/RL,8.4300000,0.0043033761
PIRL lineage to mixedHJB 15M,Loss/RL,8.4500000,0.00469833231
PIRL lineage to mixedHJB 15M,Loss/RL,8.4700000,0.0046426733
PIRL lineage to mixedHJB 15M,Loss/RL,8.4900000,0.00454850686
PIRL lineage to mixedHJB 15M,Loss/RL,8.5100000,0.00473847673
PIRL lineage to mixedHJB 15M,Loss/RL,8.5300000,0.00547615574
PIRL lineage to mixedHJB 15M,Loss/RL,8.5500000,0.0057531713
PIRL lineage to mixedHJB 15M,Loss/RL,8.5700000,0.00623977748
PIRL lineage to mixedHJB 15M,Loss/RL,8.5900000,0.00622336557
PIRL lineage to mixedHJB 15M,Loss/RL,8.6100000,0.00700988946
PIRL lineage to mixedHJB 15M,Loss/RL,8.6300000,0.00615972076
PIRL lineage to mixedHJB 15M,Loss/RL,8.6500000,0.00512874257
PIRL lineage to mixedHJB 15M,Loss/RL,8.6700000,0.0047736438
PIRL lineage to mixedHJB 15M,Loss/RL,8.6900000,0.00608522864
PIRL lineage to mixedHJB 15M,Loss/RL,8.7100000,0.00538701518
PIRL lineage to mixedHJB 15M,Loss/RL,8.7300000,0.00582040679
PIRL lineage to mixedHJB 15M,Loss/RL,8.7500000,0.005776772
PIRL lineage to mixedHJB 15M,Loss/RL,8.7700000,0.00608218797
PIRL lineage to mixedHJB 15M,Loss/RL,8.7900000,0.00622171592
PIRL lineage to mixedHJB 15M,Loss/RL,8.8100000,0.00572580867
PIRL lineage to mixedHJB 15M,Loss/RL,8.8300000,0.00574903158
PIRL lineage to mixedHJB 15M,Loss/RL,8.8500000,0.00662232223
PIRL lineage to mixedHJB 15M,Loss/RL,8.8700000,0.00648319707
PIRL lineage to mixedHJB 15M,Loss/RL,8.8900000,0.00536667597
PIRL lineage to mixedHJB 15M,Loss/RL,8.9100000,0.00538445916
PIRL lineage to mixedHJB 15M,Loss/RL,8.9300000,0.00530173797
PIRL lineage to mixedHJB 15M,Loss/RL,8.9500000,0.00457311189
PIRL lineage to mixedHJB 15M,Loss/RL,8.9700000,0.00435995702
PIRL lineage to mixedHJB 15M,Loss/RL,8.9900000,0.004214672
PIRL lineage to mixedHJB 15M,Loss/RL,9.0100000,0.00536770839
PIRL lineage to mixedHJB 15M,Loss/RL,9.0300000,0.00499006235
PIRL lineage to mixedHJB 15M,Loss/RL,9.0500000,0.00507972348
PIRL lineage to mixedHJB 15M,Loss/RL,9.0700000,0.00488896365
PIRL lineage to mixedHJB 15M,Loss/RL,9.0900000,0.0054535869
PIRL lineage to mixedHJB 15M,Loss/RL,9.1100000,0.00409742715
PIRL lineage to mixedHJB 15M,Loss/RL,9.1300000,0.00502584022
PIRL lineage to mixedHJB 15M,Loss/RL,9.1500000,0.00581749124
PIRL lineage to mixedHJB 15M,Loss/RL,9.1700000,0.00660606301
PIRL lineage to mixedHJB 15M,Loss/RL,9.1900000,0.00596368327
PIRL lineage to mixedHJB 15M,Loss/RL,9.2100000,0.00626999009
PIRL lineage to mixedHJB 15M,Loss/RL,9.2300000,0.00567188328
PIRL lineage to mixedHJB 15M,Loss/RL,9.2500000,0.0047541515
PIRL lineage to mixedHJB 15M,Loss/RL,9.2700000,0.00409873379
PIRL lineage to mixedHJB 15M,Loss/RL,9.2900000,0.00417205822
PIRL lineage to mixedHJB 15M,Loss/RL,9.3100000,0.00468288865
PIRL lineage to mixedHJB 15M,Loss/RL,9.3300000,0.00558819035
PIRL lineage to mixedHJB 15M,Loss/RL,9.3500000,0.00552707384
PIRL lineage to mixedHJB 15M,Loss/RL,9.3700000,0.0058622926
PIRL lineage to mixedHJB 15M,Loss/RL,9.3900000,0.00612347391
PIRL lineage to mixedHJB 15M,Loss/RL,9.4100000,0.00602020216
PIRL lineage to mixedHJB 15M,Loss/RL,9.4300000,0.0062748835
PIRL lineage to mixedHJB 15M,Loss/RL,9.4500000,0.00623214412
PIRL lineage to mixedHJB 15M,Loss/RL,9.4700000,0.00570475729
PIRL lineage to mixedHJB 15M,Loss/RL,9.4900000,0.00523565039
PIRL lineage to mixedHJB 15M,Loss/RL,9.5100000,0.00558769833
PIRL lineage to mixedHJB 15M,Loss/RL,9.5300000,0.00482866187
PIRL lineage to mixedHJB 15M,Loss/RL,9.5500000,0.00507720867
PIRL lineage to mixedHJB 15M,Loss/RL,9.5700000,0.00625157151
PIRL lineage to mixedHJB 15M,Loss/RL,9.5900000,0.00686484501
PIRL lineage to mixedHJB 15M,Loss/RL,9.6100000,0.00685379524
PIRL lineage to mixedHJB 15M,Loss/RL,9.6300000,0.00690944698
PIRL lineage to mixedHJB 15M,Loss/RL,9.6500000,0.00722289626
PIRL lineage to mixedHJB 15M,Loss/RL,9.6700000,0.00602789768
PIRL lineage to mixedHJB 15M,Loss/RL,9.6900000,0.00576704876
PIRL lineage to mixedHJB 15M,Loss/RL,9.7100000,0.00501141208
PIRL lineage to mixedHJB 15M,Loss/RL,9.7300000,0.00478733354
PIRL lineage to mixedHJB 15M,Loss/RL,9.7500000,0.00598997525
PIRL lineage to mixedHJB 15M,Loss/RL,9.7700000,0.00628514839
PIRL lineage to mixedHJB 15M,Loss/RL,9.7900000,0.00637835376
PIRL lineage to mixedHJB 15M,Loss/RL,9.8100000,0.00668597957
PIRL lineage to mixedHJB 15M,Loss/RL,9.8300000,0.00671296129
PIRL lineage to mixedHJB 15M,Loss/RL,9.8500000,0.00611919323
PIRL lineage to mixedHJB 15M,Loss/RL,9.8700000,0.00664600329
PIRL lineage to mixedHJB 15M,Loss/RL,9.8900000,0.00627117576
PIRL lineage to mixedHJB 15M,Loss/RL,9.9100000,0.00596415
PIRL lineage to mixedHJB 15M,Loss/RL,9.9300000,0.00618739538
PIRL lineage to mixedHJB 15M,Loss/RL,9.9500000,0.00506529817
PIRL lineage to mixedHJB 15M,Loss/RL,9.9700000,0.00436574891
PIRL lineage to mixedHJB 15M,Loss/RL,9.9900000,0.00442271652
PIRL lineage to mixedHJB 15M,Loss/RL,10.0100000,0.00568333939
PIRL lineage to mixedHJB 15M,Loss/RL,10.0300000,0.00645227637
PIRL lineage to mixedHJB 15M,Loss/RL,10.0500000,0.0061162224
PIRL lineage to mixedHJB 15M,Loss/RL,10.0700000,0.0078439761
PIRL lineage to mixedHJB 15M,Loss/RL,10.0900000,0.00761174876
PIRL lineage to mixedHJB 15M,Loss/RL,10.1100000,0.00639179833
PIRL lineage to mixedHJB 15M,Loss/RL,10.1300000,0.00589843122
PIRL lineage to mixedHJB 15M,Loss/RL,10.1500000,0.00673981784
PIRL lineage to mixedHJB 15M,Loss/RL,10.1700000,0.00496386718
PIRL lineage to mixedHJB 15M,Loss/RL,10.1900000,0.00505698398
PIRL lineage to mixedHJB 15M,Loss/RL,10.2100000,0.00631914511
PIRL lineage to mixedHJB 15M,Loss/RL,10.2300000,0.00644435911
PIRL lineage to mixedHJB 15M,Loss/RL,10.2500000,0.00548143252
PIRL lineage to mixedHJB 15M,Loss/RL,10.2700000,0.0078726253
PIRL lineage to mixedHJB 15M,Loss/RL,10.2900000,0.00924881906
PIRL lineage to mixedHJB 15M,Loss/RL,10.3100000,0.00820347634
PIRL lineage to mixedHJB 15M,Loss/RL,10.3300000,0.00749492864
PIRL lineage to mixedHJB 15M,Loss/RL,10.3500000,0.00760686928
PIRL lineage to mixedHJB 15M,Loss/RL,10.3700000,0.00553641319
PIRL lineage to mixedHJB 15M,Loss/RL,10.3900000,0.00411318019
PIRL lineage to mixedHJB 15M,Loss/RL,10.4100000,0.00498741381
PIRL lineage to mixedHJB 15M,Loss/RL,10.4300000,0.0057017562
PIRL lineage to mixedHJB 15M,Loss/RL,10.4500000,0.0068101299
PIRL lineage to mixedHJB 15M,Loss/RL,10.4700000,0.00623098202
PIRL lineage to mixedHJB 15M,Loss/RL,10.4900000,0.00677720858
PIRL lineage to mixedHJB 15M,Loss/RL,10.5100000,0.006348617
PIRL lineage to mixedHJB 15M,Loss/RL,10.5300000,0.00550345276
PIRL lineage to mixedHJB 15M,Loss/RL,10.5500000,0.00432019578
PIRL lineage to mixedHJB 15M,Loss/RL,10.5700000,0.00484825717
PIRL lineage to mixedHJB 15M,Loss/RL,10.5900000,0.00469629169
PIRL lineage to mixedHJB 15M,Loss/RL,10.6100000,0.00458775936
PIRL lineage to mixedHJB 15M,Loss/RL,10.6300000,0.00539783677
PIRL lineage to mixedHJB 15M,Loss/RL,10.6500000,0.0059211595
PIRL lineage to mixedHJB 15M,Loss/RL,10.6700000,0.00509388966
PIRL lineage to mixedHJB 15M,Loss/RL,10.6900000,0.00519535129
PIRL lineage to mixedHJB 15M,Loss/RL,10.7100000,0.00457219684
PIRL lineage to mixedHJB 15M,Loss/RL,10.7300000,0.00522016732
PIRL lineage to mixedHJB 15M,Loss/RL,10.7500000,0.00551032133
PIRL lineage to mixedHJB 15M,Loss/RL,10.7700000,0.00630669519
PIRL lineage to mixedHJB 15M,Loss/RL,10.7900000,0.00593060171
PIRL lineage to mixedHJB 15M,Loss/RL,10.8100000,0.00583921392
PIRL lineage to mixedHJB 15M,Loss/RL,10.8300000,0.00478150863
PIRL lineage to mixedHJB 15M,Loss/RL,10.8500000,0.00430751238
PIRL lineage to mixedHJB 15M,Loss/RL,10.8700000,0.00459001726
PIRL lineage to mixedHJB 15M,Loss/RL,10.8900000,0.0047453681
PIRL lineage to mixedHJB 15M,Loss/RL,10.9100000,0.00504361996
PIRL lineage to mixedHJB 15M,Loss/RL,10.9300000,0.00515895048
PIRL lineage to mixedHJB 15M,Loss/RL,10.9500000,0.00481823296
PIRL lineage to mixedHJB 15M,Loss/RL,10.9700000,0.0039555138
PIRL lineage to mixedHJB 15M,Loss/RL,10.9900000,0.00356388404
PIRL lineage to mixedHJB 15M,Loss/RL,11.0100000,0.00318982247
PIRL lineage to mixedHJB 15M,Loss/RL,11.0300000,0.00344582601
PIRL lineage to mixedHJB 15M,Loss/RL,11.0500000,0.0035045566
PIRL lineage to mixedHJB 15M,Loss/RL,11.0700000,0.00537574203
PIRL lineage to mixedHJB 15M,Loss/RL,11.0900000,0.00547337048
PIRL lineage to mixedHJB 15M,Loss/RL,11.1100000,0.00571370288
PIRL lineage to mixedHJB 15M,Loss/RL,11.1300000,0.00507275346
PIRL lineage to mixedHJB 15M,Loss/RL,11.1500000,0.00551185943
PIRL lineage to mixedHJB 15M,Loss/RL,11.1700000,0.00388598032
PIRL lineage to mixedHJB 15M,Loss/RL,11.1900000,0.00363251837
PIRL lineage to mixedHJB 15M,Loss/RL,11.2100000,0.00416377736
PIRL lineage to mixedHJB 15M,Loss/RL,11.2300000,0.00443768501
PIRL lineage to mixedHJB 15M,Loss/RL,11.2500000,0.0043051105
PIRL lineage to mixedHJB 15M,Loss/RL,11.2700000,0.00443070233
PIRL lineage to mixedHJB 15M,Loss/RL,11.2900000,0.00452033337
PIRL lineage to mixedHJB 15M,Loss/RL,11.3100000,0.00390020804
PIRL lineage to mixedHJB 15M,Loss/RL,11.3300000,0.00383597761
PIRL lineage to mixedHJB 15M,Loss/RL,11.3500000,0.00388865769
PIRL lineage to mixedHJB 15M,Loss/RL,11.3700000,0.00412655529
PIRL lineage to mixedHJB 15M,Loss/RL,11.3900000,0.00545099787
PIRL lineage to mixedHJB 15M,Loss/RL,11.4100000,0.00628466569
PIRL lineage to mixedHJB 15M,Loss/RL,11.4300000,0.0066752404
PIRL lineage to mixedHJB 15M,Loss/RL,11.4500000,0.00731585007
PIRL lineage to mixedHJB 15M,Loss/RL,11.4700000,0.00671062749
PIRL lineage to mixedHJB 15M,Loss/RL,11.4900000,0.00655909311
PIRL lineage to mixedHJB 15M,Loss/RL,11.5100000,0.00594825144
PIRL lineage to mixedHJB 15M,Loss/RL,11.5300000,0.0060511041
PIRL lineage to mixedHJB 15M,Loss/RL,11.5500000,0.00506082284
PIRL lineage to mixedHJB 15M,Loss/RL,11.5700000,0.00540995556
PIRL lineage to mixedHJB 15M,Loss/RL,11.5900000,0.00493486584
PIRL lineage to mixedHJB 15M,Loss/RL,11.6100000,0.00544436285
PIRL lineage to mixedHJB 15M,Loss/RL,11.6300000,0.00482218368
PIRL lineage to mixedHJB 15M,Loss/RL,11.6500000,0.00471286634
PIRL lineage to mixedHJB 15M,Loss/RL,11.6700000,0.00553601617
PIRL lineage to mixedHJB 15M,Loss/RL,11.6900000,0.00504543036
PIRL lineage to mixedHJB 15M,Loss/RL,11.7100000,0.00512205623
PIRL lineage to mixedHJB 15M,Loss/RL,11.7300000,0.00494555132
PIRL lineage to mixedHJB 15M,Loss/RL,11.7500000,0.00531494431
PIRL lineage to mixedHJB 15M,Loss/RL,11.7700000,0.00432384796
PIRL lineage to mixedHJB 15M,Loss/RL,11.7900000,0.0040042215
PIRL lineage to mixedHJB 15M,Loss/RL,11.8100000,0.00365107693
PIRL lineage to mixedHJB 15M,Loss/RL,11.8300000,0.00445247404
PIRL lineage to mixedHJB 15M,Loss/RL,11.8500000,0.00571180871
PIRL lineage to mixedHJB 15M,Loss/RL,11.8700000,0.00586339645
PIRL lineage to mixedHJB 15M,Loss/RL,11.8900000,0.00658081761
PIRL lineage to mixedHJB 15M,Loss/RL,11.9100000,0.00707629053
PIRL lineage to mixedHJB 15M,Loss/RL,11.9300000,0.00709121879
PIRL lineage to mixedHJB 15M,Loss/RL,11.9500000,0.00684507992
PIRL lineage to mixedHJB 15M,Loss/RL,11.9700000,0.00698831277
PIRL lineage to mixedHJB 15M,Loss/RL,11.9900000,0.00629460807
PIRL lineage to mixedHJB 15M,Loss/RL,12.0100000,0.00609673145
PIRL lineage to mixedHJB 15M,Loss/RL,12.0300000,0.00536560044
PIRL lineage to mixedHJB 15M,Loss/RL,12.0500000,0.00402504699
PIRL lineage to mixedHJB 15M,Loss/RL,12.0700000,0.00338103923
PIRL lineage to mixedHJB 15M,Loss/RL,12.0900000,0.00414674531
PIRL lineage to mixedHJB 15M,Loss/RL,12.1100000,0.00353030458
PIRL lineage to mixedHJB 15M,Loss/RL,12.1300000,0.003758257
PIRL lineage to mixedHJB 15M,Loss/RL,12.1500000,0.00390991413
PIRL lineage to mixedHJB 15M,Loss/RL,12.1700000,0.00480807889
PIRL lineage to mixedHJB 15M,Loss/RL,12.1900000,0.00437216805
PIRL lineage to mixedHJB 15M,Loss/RL,12.2100000,0.00527908178
PIRL lineage to mixedHJB 15M,Loss/RL,12.2300000,0.00665923478
PIRL lineage to mixedHJB 15M,Loss/RL,12.2500000,0.00737976823
PIRL lineage to mixedHJB 15M,Loss/RL,12.2700000,0.00717288796
PIRL lineage to mixedHJB 15M,Loss/RL,12.2900000,0.0079428358
PIRL lineage to mixedHJB 15M,Loss/RL,12.3100000,0.00728285778
PIRL lineage to mixedHJB 15M,Loss/RL,12.3300000,0.00603471706
PIRL lineage to mixedHJB 15M,Loss/RL,12.3500000,0.00566126918
PIRL lineage to mixedHJB 15M,Loss/RL,12.3700000,0.00644978462
PIRL lineage to mixedHJB 15M,Loss/RL,12.3900000,0.00540346974
PIRL lineage to mixedHJB 15M,Loss/RL,12.4100000,0.00525045865
PIRL lineage to mixedHJB 15M,Loss/RL,12.4300000,0.00462664522
PIRL lineage to mixedHJB 15M,Loss/RL,12.4500000,0.00423592885
PIRL lineage to mixedHJB 15M,Loss/RL,12.4700000,0.00330173697
PIRL lineage to mixedHJB 15M,Loss/RL,12.4900000,0.0039658583
PIRL lineage to mixedHJB 15M,Loss/RL,12.5100000,0.00545433809
PIRL lineage to mixedHJB 15M,Loss/RL,12.5300000,0.00581339835
PIRL lineage to mixedHJB 15M,Loss/RL,12.5500000,0.00699905534
PIRL lineage to mixedHJB 15M,Loss/RL,12.5700000,0.00663063326
PIRL lineage to mixedHJB 15M,Loss/RL,12.5900000,0.00615914897
PIRL lineage to mixedHJB 15M,Loss/RL,12.6100000,0.00469598765
PIRL lineage to mixedHJB 15M,Loss/RL,12.6300000,0.00585304461
PIRL lineage to mixedHJB 15M,Loss/RL,12.6500000,0.00512462556
PIRL lineage to mixedHJB 15M,Loss/RL,12.6700000,0.0054949726
PIRL lineage to mixedHJB 15M,Loss/RL,12.6900000,0.00576354126
PIRL lineage to mixedHJB 15M,Loss/RL,12.7100000,0.00548223192
PIRL lineage to mixedHJB 15M,Loss/RL,12.7300000,0.00426542712
PIRL lineage to mixedHJB 15M,Loss/RL,12.7500000,0.00400875313
PIRL lineage to mixedHJB 15M,Loss/RL,12.7700000,0.00480687125
PIRL lineage to mixedHJB 15M,Loss/RL,12.7900000,0.00469127297
PIRL lineage to mixedHJB 15M,Loss/RL,12.8100000,0.00493666437
PIRL lineage to mixedHJB 15M,Loss/RL,12.8300000,0.00513620833
PIRL lineage to mixedHJB 15M,Loss/RL,12.8500000,0.00500968914
PIRL lineage to mixedHJB 15M,Loss/RL,12.8700000,0.00394640714
PIRL lineage to mixedHJB 15M,Loss/RL,12.8900000,0.00397256995
PIRL lineage to mixedHJB 15M,Loss/RL,12.9100000,0.00407741051
PIRL lineage to mixedHJB 15M,Loss/RL,12.9300000,0.00411108304
PIRL lineage to mixedHJB 15M,Loss/RL,12.9500000,0.00432461039
PIRL lineage to mixedHJB 15M,Loss/RL,12.9700000,0.00428199545
PIRL lineage to mixedHJB 15M,Loss/RL,12.9900000,0.00468505723
PIRL lineage to mixedHJB 15M,Loss/RL,13.0100000,0.00530173602
PIRL lineage to mixedHJB 15M,Loss/RL,13.0300000,0.00513728308
PIRL lineage to mixedHJB 15M,Loss/RL,13.0500000,0.00533240102
PIRL lineage to mixedHJB 15M,Loss/RL,13.0700000,0.00673212167
PIRL lineage to mixedHJB 15M,Loss/RL,13.0900000,0.00672296118
PIRL lineage to mixedHJB 15M,Loss/RL,13.1100000,0.00601507807
PIRL lineage to mixedHJB 15M,Loss/RL,13.1300000,0.00598799316
PIRL lineage to mixedHJB 15M,Loss/RL,13.1500000,0.00532072345
PIRL lineage to mixedHJB 15M,Loss/RL,13.1700000,0.0041811361
PIRL lineage to mixedHJB 15M,Loss/RL,13.1900000,0.00454049073
PIRL lineage to mixedHJB 15M,Loss/RL,13.2100000,0.00508906376
PIRL lineage to mixedHJB 15M,Loss/RL,13.2300000,0.00486994945
PIRL lineage to mixedHJB 15M,Loss/RL,13.2500000,0.00543553503
PIRL lineage to mixedHJB 15M,Loss/RL,13.2700000,0.00554827964
PIRL lineage to mixedHJB 15M,Loss/RL,13.2900000,0.00487622106
PIRL lineage to mixedHJB 15M,Loss/RL,13.3100000,0.00414354037
PIRL lineage to mixedHJB 15M,Loss/RL,13.3300000,0.00485664224
PIRL lineage to mixedHJB 15M,Loss/RL,13.3500000,0.00473013381
PIRL lineage to mixedHJB 15M,Loss/RL,13.3700000,0.00434823856
PIRL lineage to mixedHJB 15M,Loss/RL,13.3900000,0.00380634265
PIRL lineage to mixedHJB 15M,Loss/RL,13.4100000,0.00401801215
PIRL lineage to mixedHJB 15M,Loss/RL,13.4300000,0.00355275031
PIRL lineage to mixedHJB 15M,Loss/RL,13.4500000,0.00549848145
PIRL lineage to mixedHJB 15M,Loss/RL,13.4700000,0.00694374777
PIRL lineage to mixedHJB 15M,Loss/RL,13.4900000,0.00930734677
PIRL lineage to mixedHJB 15M,Loss/RL,13.5100000,0.00931559103
PIRL lineage to mixedHJB 15M,Loss/RL,13.5300000,0.009462809
PIRL lineage to mixedHJB 15M,Loss/RL,13.5500000,0.00820029546
PIRL lineage to mixedHJB 15M,Loss/RL,13.5700000,0.00770938154
PIRL lineage to mixedHJB 15M,Loss/RL,13.5900000,0.00583367143
PIRL lineage to mixedHJB 15M,Loss/RL,13.6100000,0.00614316342
PIRL lineage to mixedHJB 15M,Loss/RL,13.6300000,0.00557282963
PIRL lineage to mixedHJB 15M,Loss/RL,13.6500000,0.00468433476
PIRL lineage to mixedHJB 15M,Loss/RL,13.6700000,0.00390219516
PIRL lineage to mixedHJB 15M,Loss/RL,13.6900000,0.00330839674
PIRL lineage to mixedHJB 15M,Loss/RL,13.7100000,0.00280080386
PIRL lineage to mixedHJB 15M,Loss/RL,13.7300000,0.00315773385
PIRL lineage to mixedHJB 15M,Loss/RL,13.7500000,0.00314184981
PIRL lineage to mixedHJB 15M,Loss/RL,13.7700000,0.0031943033
PIRL lineage to mixedHJB 15M,Loss/RL,13.7900000,0.00353394123
PIRL lineage to mixedHJB 15M,Loss/RL,13.8100000,0.00355016817
PIRL lineage to mixedHJB 15M,Loss/RL,13.8300000,0.00383606232
PIRL lineage to mixedHJB 15M,Loss/RL,13.8500000,0.00452813022
PIRL lineage to mixedHJB 15M,Loss/RL,13.8700000,0.00560148777
PIRL lineage to mixedHJB 15M,Loss/RL,13.8900000,0.00542637208
PIRL lineage to mixedHJB 15M,Loss/RL,13.9100000,0.00573819699
PIRL lineage to mixedHJB 15M,Loss/RL,13.9300000,0.0056324536
PIRL lineage to mixedHJB 15M,Loss/RL,13.9500000,0.00561217684
PIRL lineage to mixedHJB 15M,Loss/RL,13.9700000,0.00397210927
PIRL lineage to mixedHJB 15M,Loss/RL,13.9900000,0.00457473123
PIRL lineage to mixedHJB 15M,Loss/RL,14.0100000,0.00461719795
PIRL lineage to mixedHJB 15M,Loss/RL,14.0300000,0.00418964396
PIRL lineage to mixedHJB 15M,Loss/RL,14.0500000,0.00345299398
PIRL lineage to mixedHJB 15M,Loss/RL,14.0700000,0.0039641622
PIRL lineage to mixedHJB 15M,Loss/RL,14.0900000,0.0032783296
PIRL lineage to mixedHJB 15M,Loss/RL,14.1100000,0.00339057315
PIRL lineage to mixedHJB 15M,Loss/RL,14.1300000,0.0035683617
PIRL lineage to mixedHJB 15M,Loss/RL,14.1500000,0.00380878439
PIRL lineage to mixedHJB 15M,Loss/RL,14.1700000,0.00436580325
PIRL lineage to mixedHJB 15M,Loss/RL,14.1900000,0.00527549656
PIRL lineage to mixedHJB 15M,Loss/RL,14.2100000,0.0053633621
PIRL lineage to mixedHJB 15M,Loss/RL,14.2300000,0.00603488507
PIRL lineage to mixedHJB 15M,Loss/RL,14.2500000,0.00714665493
PIRL lineage to mixedHJB 15M,Loss/RL,14.2700000,0.00674011363
PIRL lineage to mixedHJB 15M,Loss/RL,14.2900000,0.00585773615
PIRL lineage to mixedHJB 15M,Loss/RL,14.3100000,0.00550678903
PIRL lineage to mixedHJB 15M,Loss/RL,14.3300000,0.00520264488
PIRL lineage to mixedHJB 15M,Loss/RL,14.3500000,0.00414048145
PIRL lineage to mixedHJB 15M,Loss/RL,14.3700000,0.00375417378
PIRL lineage to mixedHJB 15M,Loss/RL,14.3900000,0.00396906082
PIRL lineage to mixedHJB 15M,Loss/RL,14.4100000,0.00354352244
PIRL lineage to mixedHJB 15M,Loss/RL,14.4300000,0.00302783013
PIRL lineage to mixedHJB 15M,Loss/RL,14.4500000,0.00248993249
PIRL lineage to mixedHJB 15M,Loss/RL,14.4700000,0.00296131396
PIRL lineage to mixedHJB 15M,Loss/RL,14.4900000,0.00288004228
PIRL lineage to mixedHJB 15M,Loss/RL,14.5100000,0.00364252627
PIRL lineage to mixedHJB 15M,Loss/RL,14.5300000,0.00386792291
PIRL lineage to mixedHJB 15M,Loss/RL,14.5500000,0.00448463513
PIRL lineage to mixedHJB 15M,Loss/RL,14.5700000,0.00402125595
PIRL lineage to mixedHJB 15M,Loss/RL,14.5900000,0.00382072618
PIRL lineage to mixedHJB 15M,Loss/RL,14.6100000,0.00480512893
PIRL lineage to mixedHJB 15M,Loss/RL,14.6300000,0.00455390234
PIRL lineage to mixedHJB 15M,Loss/RL,14.6500000,0.00427421853
PIRL lineage to mixedHJB 15M,Loss/RL,14.6700000,0.0044843467
PIRL lineage to mixedHJB 15M,Loss/RL,14.6900000,0.00500361277
PIRL lineage to mixedHJB 15M,Loss/RL,14.7100000,0.00410300931
PIRL lineage to mixedHJB 15M,Loss/RL,14.7300000,0.00468294788
PIRL lineage to mixedHJB 15M,Loss/RL,14.7500000,0.00567697641
PIRL lineage to mixedHJB 15M,Loss/RL,14.7700000,0.00576428361
PIRL lineage to mixedHJB 15M,Loss/RL,14.7900000,0.00537267458
PIRL lineage to mixedHJB 15M,Loss/RL,14.8100000,0.00528247859
PIRL lineage to mixedHJB 15M,Loss/RL,14.8300000,0.00467013991
PIRL lineage to mixedHJB 15M,Loss/RL,14.8500000,0.00341999792
PIRL lineage to mixedHJB 15M,Loss/RL,14.8700000,0.00318306908
PIRL lineage to mixedHJB 15M,Loss/RL,14.8900000,0.00361130703
PIRL lineage to mixedHJB 15M,Loss/RL,14.9100000,0.00406241547
PIRL lineage to mixedHJB 15M,Loss/RL,14.9300000,0.00457940684
