curve,tag,updates_million,value
PIRL lineage to mixedHJB 15M,Loss/HJB,7.3300000,0.502441573
PIRL lineage to mixedHJB 15M,Loss/HJB,7.3500000,0.516167986
PIRL lineage to mixedHJB 15M,Loss/HJB,7.3700000,0.537146962
PIRL lineage to mixedHJB 15M,Loss/HJB,7.3900000,0.6084571
PIRL lineage to mixedHJB 15M,Loss/HJB,7.4100000,0.584160042
PIRL lineage to mixedHJB 15M,Loss/HJB,7.4300000,0.761971545
PIRL lineage to mixedHJB 15M,Loss/HJB,7.4500000,0.778342068
PIRL lineage to mixedHJB 15M,Loss/HJB,7.4700000,0.827483666
PIRL lineage to mixedHJB 15M,Loss/HJB,7.4900000,0.72458393
PIRL lineage to mixedHJB 15M,Loss/HJB,7.5100000,0.726308841
PIRL lineage to mixedHJB 15M,Loss/HJB,7.5300000,0.50874151
PIRL lineage to mixedHJB 15M,Loss/HJB,7.5500000,0.470517421
PIRL lineage to mixedHJB 15M,Loss/HJB,7.5700000,0.437288272
PIRL lineage to mixedHJB 15M,Loss/HJB,7.5900000,0.477505296
PIRL lineage to mixedHJB 15M,Loss/HJB,7.6100000,0.446391106
PIRL lineage to mixedHJB 15M,Loss/HJB,7.6300000,0.45647276
PIRL lineage to mixedHJB 15M,Loss/HJB,7.6500000,0.436734897
PIRL lineage to mixedHJB 15M,Loss/HJB,7.6700000,0.442119604
PIRL lineage to mixedHJB 15M,Loss/HJB,7.6900000,0.464081544
PIRL lineage to mixedHJB 15M,Loss/HJB,7.7100000,0.500790048
PIRL lineage to mixedHJB 15M,Loss/HJB,7.7300000,0.535729897
PIRL lineage to mixedHJB 15M,Loss/HJB,7.7500000,0.616106367
PIRL lineage to mixedHJB 15M,Loss/HJB,7.7700000,0.610788435
PIRL lineage to mixedHJB 15M,Loss/HJB,7.7900000,0.616026491
PIRL lineage to mixedHJB 15M,Loss/HJB,7.8100000,0.579507679
PIRL lineage to mixedHJB 15M,Loss/HJB,7.8300000,0.541048127
PIRL lineage to mixedHJB 15M,Loss/HJB,7.8500000,0.493306726
PIRL lineage to mixedHJB 15M,Loss/HJB,7.8700000,0.573723507
PIRL lineage to mixedHJB 15M,Loss/HJB,7.8900000,0.545170665
PIRL lineage to mixedHJB 15M,Loss/HJB,7.9100000,0.611185634
PIRL lineage to mixedHJB 15M,Loss/HJB,7.9300000,0.590142632
PIRL lineage to mixedHJB 15M,Loss/HJB,7.9500000,0.701633871
PIRL lineage to mixedHJB 15M,Loss/HJB,7.9700000,0.612838483
PIRL lineage to mixedHJB 15M,Loss/HJB,7.9900000,0.595180571
PIRL lineage to mixedHJB 15M,Loss/HJB,8.0100000,0.509471101
PIRL lineage to mixedHJB 15M,Loss/HJB,8.0300000,0.487914842
PIRL lineage to mixedHJB 15M,Loss/HJB,8.0500000,0.443406981
PIRL lineage to mixedHJB 15M,Loss/HJB,8.0700000,0.470252901
PIRL lineage to mixedHJB 15M,Loss/HJB,8.0900000,0.568892127
PIRL lineage to mixedHJB 15M,Loss/HJB,8.1100000,0.638930821
PIRL lineage to mixedHJB 15M,Loss/HJB,8.1300000,0.705490065
PIRL lineage to mixedHJB 15M,Loss/HJB,8.1500000,0.626595867
PIRL lineage to mixedHJB 15M,Loss/HJB,8.1700000,0.583213627
PIRL lineage to mixedHJB 15M,Loss/HJB,8.1900000,0.602156425
PIRL lineage to mixedHJB 15M,Loss/HJB,8.2100000,0.573058844
PIRL lineage to mixedHJB 15M,Loss/HJB,8.2300000,0.516812968
PIRL lineage to mixedHJB 15M,Loss/HJB,8.2500000,0.522699648
PIRL lineage to mixedHJB 15M,Loss/HJB,8.2700000,0.568992716
PIRL lineage to mixedHJB 15M,Loss/HJB,8.2900000,0.438917738
PIRL lineage to mixedHJB 15M,Loss/HJB,8.3100000,0.461426884
PIRL lineage to mixedHJB 15M,Loss/HJB,8.3300000,0.472208774
PIRL lineage to mixedHJB 15M,Loss/HJB,8.3500000,0.614293402
PIRL lineage to mixedHJB 15M,Loss/HJB,8.3700000,0.595029169
PIRL lineage to mixedHJB 15M,Loss/HJB,8.3900000,0.577088976
PIRL lineage to mixedHJB 15M,Loss/HJB,8.4100000,0.594377756
PIRL lineage to mixedHJB 15M,Loss/HJB,8.4300000,0.591626745
PIRL lineage to mixedHJB 15M,Loss/HJB,8.4500000,0.496771127
PIRL lineage to mixedHJB 15M,Loss/HJB,8.4700000,0.491897672
PIRL lineage to mixedHJB 15M,Loss/HJB,8.4900000,0.617656016
PIRL lineage to mixedHJB 15M,Loss/HJB,8.5100000,0.614688468
PIRL lineage to mixedHJB 15M,Loss/HJB,8.5300000,0.639610267
PIRL lineage to mixedHJB 15M,Loss/HJB,8.5500000,0.622985625
PIRL lineage to mixedHJB 15M,Loss/HJB,8.5700000,0.626487345
PIRL lineage to mixedHJB 15M,Loss/HJB,8.5900000,0.64667744
PIRL lineage to mixedHJB 15M,Loss/HJB,8.6100000,0.668610352
PIRL lineage to mixedHJB 15M,Loss/HJB,8.6300000,0.660968858
PIRL lineage to mixedHJB 15M,Loss/HJB,8.6500000,0.680823773
PIRL lineage to mixedHJB 15M,Loss/HJB,8.6700000,0.703116441
PIRL lineage to mixedHJB 15M,Loss/HJB,8.6900000,0.877531481
PIRL lineage to mixedHJB 15M,Loss/HJB,8.7100000,0.812406886
PIRL lineage to mixedHJB 15M,Loss/HJB,8.7300000,0.844911098
PIRL lineage to mixedHJB 15M,Loss/HJB,8.7500000,0.796097857
PIRL lineage to mixedHJB 15M,Loss/HJB,8.7700000,0.782484788
PIRL lineage to mixedHJB 15M,Loss/HJB,8.7900000,0.499468333
PIRL lineage to mixedHJB 15M,Loss/HJB,8.8100000,0.470297706
PIRL lineage to mixedHJB 15M,Loss/HJB,8.8300000,0.48129164
PIRL lineage to mixedHJB 15M,Loss/HJB,8.8500000,0.553999394
PIRL lineage to mixedHJB 15M,Loss/HJB,8.8700000,0.559057337
PIRL lineage to mixedHJB 15M,Loss/HJB,8.8900000,0.609056515
PIRL lineage to mixedHJB 15M,Loss/HJB,8.9100000,0.723221087
PIRL lineage to mixedHJB 15M,Loss/HJB,8.9300000,0.70088774
PIRL lineage to mixedHJB 15M,Loss/HJB,8.9500000,0.705853438
PIRL lineage to mixedHJB 15M,Loss/HJB,8.9700000,0.673457038
PIRL lineage to mixedHJB 15M,Loss/HJB,8.9900000,0.637330687
PIRL lineage to mixedHJB 15M,Loss/HJB,9.0100000,0.567505085
PIRL lineage to mixedHJB 15M,Loss/HJB,9.0300000,0.593949676
PIRL lineage to mixedHJB 15M,Loss/HJB,9.0500000,0.513706231
PIRL lineage to mixedHJB 15M,Loss/HJB,9.0700000,0.562191355
PIRL lineage to mixedHJB 15M,Loss/HJB,9.0900000,0.563004279
PIRL lineage to mixedHJB 15M,Loss/HJB,9.1100000,0.537680227
PIRL lineage to mixedHJB 15M,Loss/HJB,9.1300000,0.459081966
PIRL lineage to mixedHJB 15M,Loss/HJB,9.1500000,0.466260356
PIRL lineage to mixedHJB 15M,Loss/HJB,9.1700000,0.509908503
PIRL lineage to mixedHJB 15M,Loss/HJB,9.1900000,0.582581717
PIRL lineage to mixedHJB 15M,Loss/HJB,9.2100000,0.645773518
PIRL lineage to mixedHJB 15M,Loss/HJB,9.2300000,0.675218558
PIRL lineage to mixedHJB 15M,Loss/HJB,9.2500000,0.672231579
PIRL lineage to mixedHJB 15M,Loss/HJB,9.2700000,0.63926034
PIRL lineage to mixedHJB 15M,Loss/HJB,9.2900000,0.571435189
PIRL lineage to mixedHJB 15M,Loss/HJB,9.3100000,0.515488648
PIRL lineage to mixedHJB 15M,Loss/HJB,9.3300000,0.57837249
PIRL lineage to mixedHJB 15M,Loss/HJB,9.3500000,0.628459489
PIRL lineage to mixedHJB 15M,Loss/HJB,9.3700000,0.666956437
PIRL lineage to mixedHJB 15M,Loss/HJB,9.3900000,0.757550347
PIRL lineage to mixedHJB 15M,Loss/HJB,9.4100000,0.751940578
PIRL lineage to mixedHJB 15M,Loss/HJB,9.4300000,0.666115904
PIRL lineage to mixedHJB 15M,Loss/HJB,9.4500000,0.691143703
PIRL lineage to mixedHJB 15M,Loss/HJB,9.4700000,0.57129584
PIRL lineage to mixedHJB 15M,Loss/HJB,9.4900000,0.465254503
PIRL lineage to mixedHJB 15M,Loss/HJB,9.5100000,0.4698704
PIRL lineage to mixedHJB 15M,Loss/HJB,9.5300000,0.444599327
PIRL lineage to mixedHJB 15M,Loss/HJB,9.5500000,0.442815599
PIRL lineage to mixedHJB 15M,Loss/HJB,9.5700000,0.570250753
PIRL lineage to mixedHJB 15M,Loss/HJB,9.5900000,0.614954308
PIRL lineage to mixedHJB 15M,Loss/HJB,9.6100000,0.631212392
PIRL lineage to mixedHJB 15M,Loss/HJB,9.6300000,0.706502306
PIRL lineage to mixedHJB 15M,Loss/HJB,9.6500000,0.663900626
PIRL lineage to mixedHJB 15M,Loss/HJB,9.6700000,0.564472866
PIRL lineage to mixedHJB 15M,Loss/HJB,9.6900000,0.559592032
PIRL lineage to mixedHJB 15M,Loss/HJB,9.7100000,0.581911433
PIRL lineage to mixedHJB 15M,Loss/HJB,9.7300000,0.547744292
PIRL lineage to mixedHJB 15M,Loss/HJB,9.7500000,0.558594114
PIRL lineage to mixedHJB 15M,Loss/HJB,9.7700000,0.583757299
PIRL lineage to mixedHJB 15M,Loss/HJB,9.7900000,0.622803825
PIRL lineage to mixedHJB 15M,Loss/HJB,9.8100000,0.632839531
PIRL lineage to mixedHJB 15M,Loss/HJB,9.8300000,0.765902328
PIRL lineage to mixedHJB 15M,Loss/HJB,9.8500000,0.74729048
PIRL lineage to mixedHJB 15M,Loss/HJB,9.8700000,0.746158969
PIRL lineage to mixedHJB 15M,Loss/HJB,9.8900000,0.646150905
PIRL lineage to mixedHJB 15M,Loss/HJB,9.9100000,0.673273128
PIRL lineage to mixedHJB 15M,Loss/HJB,9.9300000,0.586708647
PIRL lineage to mixedHJB 15M,Loss/HJB,9.9500000,0.570773417
PIRL lineage to mixedHJB 15M,Loss/HJB,9.9700000,0.553332597
PIRL lineage to mixedHJB 15M,Loss/HJB,9.9900000,0.570942938
PIRL lineage to mixedHJB 15M,Loss/HJB,10.0100000,0.376512933
PIRL lineage to mixedHJB 15M,Loss/HJB,10.0300000,0.392131853
PIRL lineage to mixedHJB 15M,Loss/HJB,10.0500000,0.382035136
PIRL lineage to mixedHJB 15M,Loss/HJB,10.0700000,0.409724021
PIRL lineage to mixedHJB 15M,Loss/HJB,10.0900000,0.397173595
PIRL lineage to mixedHJB 15M,Loss/HJB,10.1100000,0.344158313
PIRL lineage to mixedHJB 15M,Loss/HJB,10.1300000,0.329806539
PIRL lineage to mixedHJB 15M,Loss/HJB,10.1500000,0.325739583
PIRL lineage to mixedHJB 15M,Loss/HJB,10.1700000,0.273778704
PIRL lineage to mixedHJB 15M,Loss/HJB,10.1900000,0.2514204
PIRL lineage to mixedHJB 15M,Loss/HJB,10.2100000,0.258982515
PIRL lineage to mixedHJB 15M,Loss/HJB,10.2300000,0.220491374
PIRL lineage to mixedHJB 15M,Loss/HJB,10.2500000,0.218642157
PIRL lineage to mixedHJB 15M,Loss/HJB,10.2700000,0.265941083
PIRL lineage to mixedHJB 15M,Loss/HJB,10.2900000,0.306793612
PIRL lineage to mixedHJB 15M,Loss/HJB,10.3100000,0.320094657
PIRL lineage to mixedHJB 15M,Loss/HJB,10.3300000,0.323955566
PIRL lineage to mixedHJB 15M,Loss/HJB,10.3500000,0.302594408
PIRL lineage to mixedHJB 15M,Loss/HJB,10.3700000,0.235991344
PIRL lineage to mixedHJB 15M,Loss/HJB,10.3900000,0.215928146
PIRL lineage to mixedHJB 15M,Loss/HJB,10.4100000,0.206044003
PIRL lineage to mixedHJB 15M,Loss/HJB,10.4300000,0.23132306
PIRL lineage to mixedHJB 15M,Loss/HJB,10.4500000,0.241494697
PIRL lineage to mixedHJB 15M,Loss/HJB,10.4700000,0.262796235
PIRL lineage to mixedHJB 15M,Loss/HJB,10.4900000,0.240061468
PIRL lineage to mixedHJB 15M,Loss/HJB,10.5100000,0.222030804
PIRL lineage to mixedHJB 15M,Loss/HJB,10.5300000,0.200557956
PIRL lineage to mixedHJB 15M,Loss/HJB,10.5500000,0.228905478
PIRL lineage to mixedHJB 15M,Loss/HJB,10.5700000,0.229793385
PIRL lineage to mixedHJB 15M,Loss/HJB,10.5900000,0.218912783
PIRL lineage to mixedHJB 15M,Loss/HJB,10.6100000,0.230257601
PIRL lineage to mixedHJB 15M,Loss/HJB,10.6300000,0.219729325
PIRL lineage to mixedHJB 15M,Loss/HJB,10.6500000,0.211940834
PIRL lineage to mixedHJB 15M,Loss/HJB,10.6700000,0.251126882
PIRL lineage to mixedHJB 15M,Loss/HJB,10.6900000,0.283097717
PIRL lineage to mixedHJB 15M,Loss/HJB,10.7100000,0.284538215
PIRL lineage to mixedHJB 15M,Loss/HJB,10.7300000,0.303008524
PIRL lineage to mixedHJB 15M,Loss/HJB,10.7500000,0.278112671
PIRL lineage to mixedHJB 15M,Loss/HJB,10.7700000,0.29513202
PIRL lineage to mixedHJB 15M,Loss/HJB,10.7900000,0.293130681
PIRL lineage to mixedHJB 15M,Loss/HJB,10.8100000,0.300831866
PIRL lineage to mixedHJB 15M,Loss/HJB,10.8300000,0.295896193
PIRL lineage to mixedHJB 15M,Loss/HJB,10.8500000,0.29470894
PIRL lineage to mixedHJB 15M,Loss/HJB,10.8700000,0.232090268
PIRL lineage to mixedHJB 15M,Loss/HJB,10.8900000,0.220255789
PIRL lineage to mixedHJB 15M,Loss/HJB,10.9100000,0.212139308
PIRL lineage to mixedHJB 15M,Loss/HJB,10.9300000,0.192225632
PIRL lineage to mixedHJB 15M,Loss/HJB,10.9500000,0.187650099
PIRL lineage to mixedHJB 15M,Loss/HJB,10.9700000,0.159550929
PIRL lineage to mixedHJB 15M,Loss/HJB,10.9900000,0.15623697
PIRL lineage to mixedHJB 15M,Loss/HJB,11.0100000,0.145767534
PIRL lineage to mixedHJB 15M,Loss/HJB,11.0300000,0.155844277
PIRL lineage to mixedHJB 15M,Loss/HJB,11.0500000,0.167683634
PIRL lineage to mixedHJB 15M,Loss/HJB,11.0700000,0.206138062
PIRL lineage to mixedHJB 15M,Loss/HJB,11.0900000,0.19654305
PIRL lineage to mixedHJB 15M,Loss/HJB,11.1100000,0.205522338
PIRL lineage to mixedHJB 15M,Loss/HJB,11.1300000,0.205711442
PIRL lineage to mixedHJB 15M,Loss/HJB,11.1500000,0.194615069
PIRL lineage to mixedHJB 15M,Loss/HJB,11.1700000,0.175816032
PIRL lineage to mixedHJB 15M,Loss/HJB,11.1900000,0.173109707
PIRL lineage to mixedHJB 15M,Loss/HJB,11.2100000,0.190859804
PIRL lineage to mixedHJB 15M,Loss/HJB,11.2300000,0.183832991
PIRL lineage to mixedHJB 15M,Loss/HJB,11.2500000,0.183163229
PIRL lineage to mixedHJB 15M,Loss/HJB,11.2700000,0.189548984
PIRL lineage to mixedHJB 15M,Loss/HJB,11.2900000,0.210716128
PIRL lineage to mixedHJB 15M,Loss/HJB,11.3100000,0.195099866
PIRL lineage to mixedHJB 15M,Loss/HJB,11.3300000,0.200951564
PIRL lineage to mixedHJB 15M,Loss/HJB,11.3500000,0.203349331
PIRL lineage to mixedHJB 15M,Loss/HJB,11.3700000,0.193274343
PIRL lineage to mixedHJB 15M,Loss/HJB,11.3900000,0.21687105
PIRL lineage to mixedHJB 15M,Loss/HJB,11.4100000,0.204436895
PIRL lineage to mixedHJB 15M,Loss/HJB,11.4300000,0.199160889
PIRL lineage to mixedHJB 15M,Loss/HJB,11.4500000,0.214911065
PIRL lineage to mixedHJB 15M,Loss/HJB,11.4700000,0.219075981
PIRL lineage to mixedHJB 15M,Loss/HJB,11.4900000,0.184777394
PIRL lineage to mixedHJB 15M,Loss/HJB,11.5100000,0.178363428
PIRL lineage to mixedHJB 15M,Loss/HJB,11.5300000,0.204836586
PIRL lineage to mixedHJB 15M,Loss/HJB,11.5500000,0.180730078
PIRL lineage to mixedHJB 15M,Loss/HJB,11.5700000,0.177572531
PIRL lineage to mixedHJB 15M,Loss/HJB,11.5900000,0.178535613
PIRL lineage to mixedHJB 15M,Loss/HJB,11.6100000,0.202032837
PIRL lineage to mixedHJB 15M,Loss/HJB,11.6300000,0.179696414
PIRL lineage to mixedHJB 15M,Loss/HJB,11.6500000,0.190870184
PIRL lineage to mixedHJB 15M,Loss/HJB,11.6700000,0.181687386
PIRL lineage to mixedHJB 15M,Loss/HJB,11.6900000,0.19179786
PIRL lineage to mixedHJB 15M,Loss/HJB,11.7100000,0.174925987
PIRL lineage to mixedHJB 15M,Loss/HJB,11.7300000,0.182278638
PIRL lineage to mixedHJB 15M,Loss/HJB,11.7500000,0.186802448
PIRL lineage to mixedHJB 15M,Loss/HJB,11.7700000,0.223273975
PIRL lineage to mixedHJB 15M,Loss/HJB,11.7900000,0.206424478
PIRL lineage to mixedHJB 15M,Loss/HJB,11.8100000,0.198674934
PIRL lineage to mixedHJB 15M,Loss/HJB,11.8300000,0.184947677
PIRL lineage to mixedHJB 15M,Loss/HJB,11.8500000,0.185390846
PIRL lineage to mixedHJB 15M,Loss/HJB,11.8700000,0.156460254
PIRL lineage to mixedHJB 15M,Loss/HJB,11.8900000,0.148284201
PIRL lineage to mixedHJB 15M,Loss/HJB,11.9100000,0.157084328
PIRL lineage to mixedHJB 15M,Loss/HJB,11.9300000,0.164606512
PIRL lineage to mixedHJB 15M,Loss/HJB,11.9500000,0.154363406
PIRL lineage to mixedHJB 15M,Loss/HJB,11.9700000,0.155007389
PIRL lineage to mixedHJB 15M,Loss/HJB,11.9900000,0.168154788
PIRL lineage to mixedHJB 15M,Loss/HJB,12.0100000,0.178455633
PIRL lineage to mixedHJB 15M,Loss/HJB,12.0300000,0.184544453
PIRL lineage to mixedHJB 15M,Loss/HJB,12.0500000,0.169536346
PIRL lineage to mixedHJB 15M,Loss/HJB,12.0700000,0.170131397
PIRL lineage to mixedHJB 15M,Loss/HJB,12.0900000,0.167258972
PIRL lineage to mixedHJB 15M,Loss/HJB,12.1100000,0.161895567
PIRL lineage to mixedHJB 15M,Loss/HJB,12.1300000,0.147236744
PIRL lineage to mixedHJB 15M,Loss/HJB,12.1500000,0.159239483
PIRL lineage to mixedHJB 15M,Loss/HJB,12.1700000,0.165592965
PIRL lineage to mixedHJB 15M,Loss/HJB,12.1900000,0.158369234
PIRL lineage to mixedHJB 15M,Loss/HJB,12.2100000,0.158760321
PIRL lineage to mixedHJB 15M,Loss/HJB,12.2300000,0.180447939
PIRL lineage to mixedHJB 15M,Loss/HJB,12.2500000,0.179408044
PIRL lineage to mixedHJB 15M,Loss/HJB,12.2700000,0.162954271
PIRL lineage to mixedHJB 15M,Loss/HJB,12.2900000,0.171466509
PIRL lineage to mixedHJB 15M,Loss/HJB,12.3100000,0.165575382
PIRL lineage to mixedHJB 15M,Loss/HJB,12.3300000,0.166615868
PIRL lineage to mixedHJB 15M,Loss/HJB,12.3500000,0.156356895
PIRL lineage to mixedHJB 15M,Loss/HJB,12.3700000,0.165829962
PIRL lineage to mixedHJB 15M,Loss/HJB,12.3900000,0.190083081
PIRL lineage to mixedHJB 15M,Loss/HJB,12.4100000,0.208227119
PIRL lineage to mixedHJB 15M,Loss/HJB,12.4300000,0.177743459
PIRL lineage to mixedHJB 15M,Loss/HJB,12.4500000,0.232279134
PIRL lineage to mixedHJB 15M,Loss/HJB,12.4700000,0.241993415
PIRL lineage to mixedHJB 15M,Loss/HJB,12.4900000,0.231851071
PIRL lineage to mixedHJB 15M,Loss/HJB,12.5100000,0.231845522
PIRL lineage to mixedHJB 15M,Loss/HJB,12.5300000,0.248910493
PIRL lineage to mixedHJB 15M,Loss/HJB,12.5500000,0.197813106
PIRL lineage to mixedHJB 15M,Loss/HJB,12.5700000,0.182508039
PIRL lineage to mixedHJB 15M,Loss/HJB,12.5900000,0.155099633
PIRL lineage to mixedHJB 15M,Loss/HJB,12.6100000,0.132262191
PIRL lineage to mixedHJB 15M,Loss/HJB,12.6300000,0.110890009
PIRL lineage to mixedHJB 15M,Loss/HJB,12.6500000,0.129483192
PIRL lineage to mixedHJB 15M,Loss/HJB,12.6700000,0.122138391
PIRL lineage to mixedHJB 15M,Loss/HJB,12.6900000,0.11886389
PIRL lineage to mixedHJB 15M,Loss/HJB,12.7100000,0.111164834
PIRL lineage to mixedHJB 15M,Loss/HJB,12.7300000,0.137102029
PIRL lineage to mixedHJB 15M,Loss/HJB,12.7500000,0.117771673
PIRL lineage to mixedHJB 15M,Loss/HJB,12.7700000,0.162704098
PIRL lineage to mixedHJB 15M,Loss/HJB,12.7900000,0.171183847
PIRL lineage to mixedHJB 15M,Loss/HJB,12.8100000,0.193804622
PIRL lineage to mixedHJB 15M,Loss/HJB,12.8300000,0.189664131
PIRL lineage to mixedHJB 15M,Loss/HJB,12.8500000,0.206923348
PIRL lineage to mixedHJB 15M,Loss/HJB,12.8700000,0.173393595
PIRL lineage to mixedHJB 15M,Loss/HJB,12.8900000,0.177209133
PIRL lineage to mixedHJB 15M,Loss/HJB,12.9100000,0.172887439
PIRL lineage to mixedHJB 15M,Loss/HJB,12.9300000,0.154084516
PIRL lineage to mixedHJB 15M,Loss/HJB,12.9500000,0.135910159
PIRL lineage to mixedHJB 15M,Loss/HJB,12.9700000,0.133445075
PIRL lineage to mixedHJB 15M,Loss/HJB,12.9900000,0.137279156
PIRL lineage to mixedHJB 15M,Loss/HJB,13.0100000,0.129375017
PIRL lineage to mixedHJB 15M,Loss/HJB,13.0300000,0.150619557
PIRL lineage to mixedHJB 15M,Loss/HJB,13.0500000,0.152952871
PIRL lineage to mixedHJB 15M,Loss/HJB,13.0700000,0.188280535
PIRL lineage to mixedHJB 15M,Loss/HJB,13.0900000,0.177930129
PIRL lineage to mixedHJB 15M,Loss/HJB,13.1100000,0.171523502
PIRL lineage to mixedHJB 15M,Loss/HJB,13.1300000,0.156474318
PIRL lineage to mixedHJB 15M,Loss/HJB,13.1500000,0.155262721
PIRL lineage to mixedHJB 15M,Loss/HJB,13.1700000,0.117915457
PIRL lineage to mixedHJB 15M,Loss/HJB,13.1900000,0.121994662
PIRL lineage to mixedHJB 15M,Loss/HJB,13.2100000,0.139985812
PIRL lineage to mixedHJB 15M,Loss/HJB,13.2300000,0.138696499
PIRL lineage to mixedHJB 15M,Loss/HJB,13.2500000,0.138836713
PIRL lineage to mixedHJB 15M,Loss/HJB,13.2700000,0.131603734
PIRL lineage to mixedHJB 15M,Loss/HJB,13.2900000,0.137068419
PIRL lineage to mixedHJB 15M,Loss/HJB,13.3100000,0.155960266
PIRL lineage to mixedHJB 15M,Loss/HJB,13.3300000,0.158863379
PIRL lineage to mixedHJB 15M,Loss/HJB,13.3500000,0.163623586
PIRL lineage to mixedHJB 15M,Loss/HJB,13.3700000,0.174526387
PIRL lineage to mixedHJB 15M,Loss/HJB,13.3900000,0.17624487
PIRL lineage to mixedHJB 15M,Loss/HJB,13.4100000,0.143580708
PIRL lineage to mixedHJB 15M,Loss/HJB,13.4300000,0.145851251
PIRL lineage to mixedHJB 15M,Loss/HJB,13.4500000,0.13757827
PIRL lineage to mixedHJB 15M,Loss/HJB,13.4700000,0.149421158
PIRL lineage to mixedHJB 15M,Loss/HJB,13.4900000,0.147211382
PIRL lineage to mixedHJB 15M,Loss/HJB,13.5100000,0.149762419
PIRL lineage to mixedHJB 15M,Loss/HJB,13.5300000,0.151046357
PIRL lineage to mixedHJB 15M,Loss/HJB,13.5500000,0.169691601
PIRL lineage to mixedHJB 15M,Loss/HJB,13.5700000,0.153117973
PIRL lineage to mixedHJB 15M,Loss/HJB,13.5900000,0.154312214
PIRL lineage to mixedHJB 15M,Loss/HJB,13.6100000,0.154920843
PIRL lineage to mixedHJB 15M,Loss/HJB,13.6300000,0.151826704
PIRL lineage to mixedHJB 15M,Loss/HJB,13.6500000,0.135105479
PIRL lineage to mixedHJB 15M,Loss/HJB,13.6700000,0.129428533
PIRL lineage to mixedHJB 15M,Loss/HJB,13.6900000,0.114750168
PIRL lineage to mixedHJB 15M,Loss/HJB,13.7100000,0.113918683
PIRL lineage to mixedHJB 15M,Loss/HJB,13.7300000,0.107610264
PIRL lineage to mixedHJB 15M,Loss/HJB,13.7500000,0.144616082
PIRL lineage to mixedHJB 15M,Loss/HJB,13.7700000,0.141244867
PIRL lineage to mixedHJB 15M,Loss/HJB,13.7900000,0.146460196
PIRL lineage to mixedHJB 15M,Loss/HJB,13.8100000,0.148402557
PIRL lineage to mixedHJB 15M,Loss/HJB,13.8300000,0.153578547
PIRL lineage to mixedHJB 15M,Loss/HJB,13.8500000,0.162298104
PIRL lineage to mixedHJB 15M,Loss/HJB,13.8700000,0.179187781
PIRL lineage to mixedHJB 15M,Loss/HJB,13.8900000,0.183966652
PIRL lineage to mixedHJB 15M,Loss/HJB,13.9100000,0.171674499
PIRL lineage to mixedHJB 15M,Loss/HJB,13.9300000,0.168265486
PIRL lineage to mixedHJB 15M,Loss/HJB,13.9500000,0.119572988
PIRL lineage to mixedHJB 15M,Loss/HJB,13.9700000,0.11237703
PIRL lineage to mixedHJB 15M,Loss/HJB,13.9900000,0.129876995
PIRL lineage to mixedHJB 15M,Loss/HJB,14.0100000,0.142310953
PIRL lineage to mixedHJB 15M,Loss/HJB,14.0300000,0.148329523
PIRL lineage to mixedHJB 15M,Loss/HJB,14.0500000,0.165186059
PIRL lineage to mixedHJB 15M,Loss/HJB,14.0700000,0.170783886
PIRL lineage to mixedHJB 15M,Loss/HJB,14.0900000,0.166335469
PIRL lineage to mixedHJB 15M,Loss/HJB,14.1100000,0.180977052
PIRL lineage to mixedHJB 15M,Loss/HJB,14.1300000,0.181815162
PIRL lineage to mixedHJB 15M,Loss/HJB,14.1500000,0.158957599
PIRL lineage to mixedHJB 15M,Loss/HJB,14.1700000,0.182969238
PIRL lineage to mixedHJB 15M,Loss/HJB,14.1900000,0.176813085
PIRL lineage to mixedHJB 15M,Loss/HJB,14.2100000,0.166686319
PIRL lineage to mixedHJB 15M,Loss/HJB,14.2300000,0.15401177
PIRL lineage to mixedHJB 15M,Loss/HJB,14.2500000,0.16675818
PIRL lineage to mixedHJB 15M,Loss/HJB,14.2700000,0.152031568
PIRL lineage to mixedHJB 15M,Loss/HJB,14.2900000,0.152522072
PIRL lineage to mixedHJB 15M,Loss/HJB,14.3100000,0.138553011
PIRL lineage to mixedHJB 15M,Loss/HJB,14.3300000,0.145916717
PIRL lineage to mixedHJB 15M,Loss/HJB,14.3500000,0.142296673
PIRL lineage to mixedHJB 15M,Loss/HJB,14.3700000,0.122444816
PIRL lineage to mixedHJB 15M,Loss/HJB,14.3900000,0.109748228
PIRL lineage to mixedHJB 15M,Loss/HJB,14.4100000,0.112616234
PIRL lineage to mixedHJB 15M,Loss/HJB,14.4300000,0.114033024
PIRL lineage to mixedHJB 15M,Loss/HJB,14.4500000,0.131671198
PIRL lineage to mixedHJB 15M,Loss/HJB,14.4700000,0.151152538
PIRL lineage to mixedHJB 15M,Loss/HJB,14.4900000,0.178407793
PIRL lineage to mixedHJB 15M,Loss/HJB,14.5100000,0.192834567
PIRL lineage to mixedHJB 15M,Loss/HJB,14.5300000,0.188681643
PIRL lineage to mixedHJB 15M,Loss/HJB,14.5500000,0.178597648
PIRL lineage to mixedHJB 15M,Loss/HJB,14.5700000,0.17055078
PIRL lineage to mixedHJB 15M,Loss/HJB,14.5900000,0.13371236
PIRL lineage to mixedHJB 15M,Loss/HJB,14.6100000,0.133212352
PIRL lineage to mixedHJB 15M,Loss/HJB,14.6300000,0.146833865
PIRL lineage to mixedHJB 15M,Loss/HJB,14.6500000,0.181079514
PIRL lineage to mixedHJB 15M,Loss/HJB,14.6700000,0.178074871
